level_1,level_2,level_3,level_4,level_5,level_6,level_7,description
Motivation and Goal-Directed Behavior,Goal Setting,Goal Planning,,,,,The natural inclination to engage in self-directed activities and make independent choices about pursuits and goals.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Planning,Goal Specificity,,,,The ability to make choices about activities and goals without excessive reliance on others.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Planning,Timeline Setting,,,,The capacity to initiate the decision-making process independently.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Prioritization,,,,,The level of certainty and comfort in making decisions autonomously.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Prioritization,Resource Assessment,,,,The capacity to regulate and manage one's own activities and learning experiences.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Prioritization,Priority Ranking,,,,The ability to organize and structure self-directed activities effectively.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Adjustment,,,,,The capacity to evaluate one's own performance and progress independently.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Adjustment,Flexibility in Goal Modification,,,,The sense of control and ownership over one's actions and their outcomes.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Adjustment,Feedback Integration,,,,The ability to maintain behavior despite environmental distractions
Motivation and Goal-Directed Behavior,Goal Pursuit,,,,,,The degree to which one believes in their ability to influence outcomes.
Motivation and Goal-Directed Behavior,Goal Pursuit,Initiative,,,,,The willingness to take ownership of choices and their consequences.
Motivation and Goal-Directed Behavior,Goal Pursuit,Persistence,,,,,"The drive to engage in activities due to external factors, rewards, consequences, or social pressures."
Motivation and Goal-Directed Behavior,Goal Pursuit,Persistence,Obstacle Management,,,,The ability to prevent automatic or habitual responses to triggers
Motivation and Goal-Directed Behavior,Goal Pursuit,Persistence,Effort Sustainability,,,,The degree to which behavior is influenced by the possibility of receiving external rewards or incentives.
Motivation and Goal-Directed Behavior,Goal Pursuit,Progress Monitoring,,,,,The ability to direct attention away from immediate temptations during waiting periods
Motivation and Goal-Directed Behavior,Goal Pursuit,Progress Monitoring,Progress Assessment,,,,"The response to and motivation by short-term, tangible rewards."
Motivation and Goal-Directed Behavior,Goal Pursuit,Progress Monitoring,Strategy Adjustment,,,,The ability to work toward rewards that are not immediately available.
Self-Concept and Identity,,,,,,,The capacity to evaluate the worth of different rewards and adjust behavior accordingly.
Self-Concept and Identity,Personal Identity,,,,,,"The drive to engage in activities due to social influences, peer pressure, or desire for social approval."
Self-Concept and Identity,Personal Identity,Value System,,,,,The desire to perform activities to gain approval or acknowledgment from others.
Self-Concept and Identity,Personal Identity,Value System,Moral Principles,,,,The degree to which behavior is influenced by verbal or social recognition.
Self-Concept and Identity,Personal Identity,Value System,Moral Principles,Ethical Decision-Making,,,The drive to engage in activities that enhance social standing or reputation.
Self-Concept and Identity,Personal Identity,Value System,Moral Principles,Ethical Decision-Making,Moral Problem Solving,,The degree to which behavior is shaped by peer expectations and group norms.
Self-Concept and Identity,Personal Identity,Value System,Moral Principles,Ethical Decision-Making,Value Application,,The inclination to adjust behavior to match peer group standards and practices.
Self-Concept and Identity,Personal Identity,Value System,Moral Principles,Moral Reasoning,,,The reaction to explicit or implicit pressure from peers to engage in specific behaviors.
Self-Concept and Identity,Personal Identity,Value System,Moral Principles,Moral Reasoning,Perspective Taking,,"The ability to identify, analyze, and resolve social conflicts and challenges"
Self-Concept and Identity,Personal Identity,Value System,Moral Principles,Moral Reasoning,Consequence Evaluation,,The tendency to modify behavior based on direction or expectations from authority figures.
Self-Concept and Identity,Personal Identity,Value System,Personal Standards,,,,The inclination to follow directives and meet expectations from authority figures.
Self-Concept and Identity,Personal Identity,Value System,Life Goals,,,,The degree to which behavior is driven by desire to please or avoid conflict with authority figures.
Self-Concept and Identity,Personal Identity,Personality Traits,,,,,The extent to which behavior is guided by understanding and responding to potential consequences or outcomes.
Self-Concept and Identity,Personal Identity,Personality Traits,Temperament,,,,The ability to evaluate potential negative outcomes of actions.
Self-Concept and Identity,Personal Identity,Personality Traits,Temperament,Emotional Reactivity,,,The capacity to identify and weigh potential positive outcomes of actions.
Self-Concept and Identity,Personal Identity,Personality Traits,Temperament,Adaptability,,,The ability to understand and consider long-term consequences of current actions.
Self-Concept and Identity,Personal Identity,Personality Traits,Character Strengths,,,,"The ability to establish meaningful, realistic, and achievable objectives across various time frames and domains of life."
Self-Concept and Identity,Personal Identity,Personality Traits,Character Strengths,Resilience,,,"The ability to formulate specific, measurable, and time-bound objectives that align with personal values and capabilities."
Self-Concept and Identity,Personal Identity,Personality Traits,Character Strengths,Perseverance,,,The ability to define clear and concrete objectives with measurable outcomes.
Self-Concept and Identity,Personal Identity,Personality Traits,Character Strengths,Integrity,,,The capacity to establish realistic timeframes for goal achievement.
Self-Concept and Identity,Personal Identity,Personality Traits,Behavioral Patterns,,,,"The capacity to evaluate and rank goals based on importance, urgency, and available resources."
Self-Concept and Identity,Personal Identity,Personality Traits,Behavioral Patterns,Response Consistency,,,The ability to evaluate available resources and constraints for goal achievement.
Self-Concept and Identity,Personal Identity,Personality Traits,Behavioral Patterns,Coping Strategies,,,The capacity to order goals based on their relative importance and urgency.
Self-Concept and Identity,Personal Identity,Personality Traits,Behavioral Patterns,Coping Strategies,Problem-Focused Coping,,"The ability to modify goals in response to changing circumstances, feedback, or new information."
Self-Concept and Identity,Personal Identity,Personality Traits,Behavioral Patterns,Coping Strategies,Emotion-Focused Coping,,The ability to adapt goals when circumstances or capabilities change.
Self-Concept and Identity,Personal Identity,Personal Narrative,,,,,The capacity to incorporate feedback and new information into goal adjustments.
Self-Concept and Identity,Personal Identity,Personal Narrative,Life Story Integration,,,,"The capacity to plan, initiate, and maintain efforts toward achieving established goals, including overcoming obstacles and adapting strategies as needed."
Self-Concept and Identity,Personal Identity,Personal Narrative,Self-Continuity,,,,The ability to begin tasks and take action toward goals without external prompting.
Self-Concept and Identity,Personal Identity,Personal Narrative,Future Self-Projection,,,,"The ability to maintain effort and focus on goals despite challenges, setbacks, or distractions."
Self-Concept and Identity,Self-Evaluation,,,,,,The capacity to identify and develop strategies to overcome barriers to goal achievement.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,,,,,The ability to maintain consistent effort levels over extended periods toward goal completion.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Global Self-Worth,,,,The capacity to track advancement toward goals and adjust efforts based on feedback and outcomes.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Global Self-Worth,Self-Valuation,,,The ability to evaluate movement toward goal achievement accurately.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Global Self-Worth,Life Satisfaction,,,The capacity to modify approaches based on progress evaluation.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Domain-Specific Self-Esteem,,,,"The overall understanding and perception of oneself, including beliefs, attitudes, and characteristics that define who we are as individuals"
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,,,"Core sense of self, including personal values, beliefs, and characteristics that make an individual unique"
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Domain-Specific Self-Esteem,Social Self-Esteem,,,"Individual's core principles, moral beliefs, and ethical standards that guide behavior and decision-making"
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Domain-Specific Self-Esteem,Physical Self-Esteem,,,Core beliefs about right and wrong that guide ethical decision-making
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Self-Acceptance,,,,Process of applying moral principles to specific situations
Self-Concept and Identity,Self-Evaluation,Self-Efficacy,,,,,Ability to systematically analyze and resolve ethical dilemmas
Self-Concept and Identity,Self-Evaluation,Self-Efficacy,Task-Specific Confidence,,,,Capacity to implement personal values in practical decision-making
Self-Concept and Identity,Self-Evaluation,Self-Efficacy,Coping Self-Efficacy,,,,Ability to analyze and evaluate moral dilemmas
Self-Concept and Identity,Self-Evaluation,Self-Efficacy,Learning Self-Efficacy,,,,Ability to consider ethical situations from multiple viewpoints
Self-Concept and Identity,Self-Evaluation,Self-Criticism,,,,,Capacity to assess potential outcomes of moral decisions
Self-Concept and Identity,Self-Evaluation,Self-Criticism,Internal Standards,,,,Individual expectations and rules for oneself regarding behavior and achievement
Self-Concept and Identity,Self-Evaluation,Self-Criticism,Self-Judgment,,,,Long-term aspirations and objectives that reflect personal values and priorities
Self-Concept and Identity,Self-Evaluation,Self-Criticism,Perfectionism,,,,"Enduring patterns of thinking, feeling, and behaving that characterize an individual"
Self-Concept and Identity,Self-Evaluation,Self-Criticism,Perfectionism,Standards Setting,,,Basic emotional and behavioral tendencies that appear early in life
Self-Concept and Identity,Self-Evaluation,Self-Criticism,Perfectionism,Achievement Striving,,,Individual differences in intensity and duration of emotional responses
Self-Concept and Identity,Social Identity,,,,,,Ability to adjust to new situations and changes in routine
Self-Concept and Identity,Social Identity,Group Membership,,,,,Positive personal qualities and virtues that contribute to well-being
Self-Concept and Identity,Social Identity,Group Membership,Social Group Affiliation,,,,Capacity to bounce back from adversity and maintain functioning
Self-Concept and Identity,Social Identity,Group Membership,Group Value Integration,,,,Ability to maintain effort and interest despite challenges
Self-Concept and Identity,Social Identity,Group Membership,Intergroup Relations,,,,Consistency between stated values and actual behavior
Self-Concept and Identity,Social Identity,Role Identity,,,,,Consistent ways of responding to various situations and circumstances
Self-Concept and Identity,Social Identity,Role Identity,Role Commitment,,,,Degree of stability in behavioral responses across similar situations
Self-Concept and Identity,Social Identity,Role Identity,Role Integration,,,,Characteristic ways of dealing with stress and challenges
Self-Concept and Identity,Social Identity,Role Identity,Role Competence,,,,Strategies aimed at directly addressing and solving stressful situations
Self-Concept and Identity,Social Identity,Cultural Identity,,,,,Strategies aimed at managing emotional reactions to stressors
Self-Concept and Identity,Social Identity,Cultural Identity,Cultural Values Integration,,,,The ongoing story and meaning-making process through which individuals understand and explain their life experiences
Self-Concept and Identity,Social Identity,Cultural Identity,Cultural Belonging,,,,Ability to connect past experiences into a coherent personal narrative
Self-Concept and Identity,Social Identity,Cultural Identity,Cultural Navigation,,,,Sense of consistent identity across time and different situations
Self-Concept and Identity,Self-Awareness,,,,,,Ability to envision and plan for future identity development
Self-Concept and Identity,Self-Awareness,Emotional Awareness,,,,,"The ability to recognize and identify one's own emotional states and the emotional states of others, including the capacity to distinguish between different emotions."
Self-Concept and Identity,Self-Awareness,Emotional Awareness,Emotion Recognition,,,,The ability to stay on topic and make relevant contributions to conversation
Self-Concept and Identity,Self-Awareness,Emotional Awareness,Emotional Understanding,,,,"The process of assessing and making judgments about oneself, including self-esteem and self-worth"
Self-Concept and Identity,Self-Awareness,Emotional Awareness,Bodily Awareness,,,,Overall emotional evaluation of one's own worth and value
Self-Concept and Identity,Self-Awareness,Behavioral Awareness,,,,,Overall sense of value and satisfaction with oneself
Self-Concept and Identity,Self-Awareness,Behavioral Awareness,Action Monitoring,,,,Basic sense of personal worth and importance
Self-Concept and Identity,Self-Awareness,Behavioral Awareness,Habit Recognition,,,,Overall contentment with one's life circumstances and achievements
Self-Concept and Identity,Self-Awareness,Behavioral Awareness,Impact Awareness,,,,"Self-evaluation in specific areas of life (academic, social, physical)"
Self-Concept and Identity,Self-Awareness,Cognitive Self-Reflection,,,,,Self-evaluation of academic abilities and performance
Self-Concept and Identity,Self-Awareness,Cognitive Self-Reflection,Thought Monitoring,,,,Self-evaluation of social competence and relationships
Self-Concept and Identity,Self-Awareness,Cognitive Self-Reflection,Cognitive Patterns,,,,Self-evaluation of physical appearance and capabilities
Self-Concept and Identity,Self-Awareness,Cognitive Self-Reflection,Mental State Awareness,,,,Ability to accept and feel comfortable with oneself despite imperfections
